,Unnamed: 0,id,genero,casado,edad,graduado,profesion,exp_laboral,nivel_gasto,tamanno_familia,anno_nacimiento,generacion,ingresos_anuales,provincia,encuentro_digital,gasto_medio_mensual_cuota,abandono,dias_como_cliente,camp_anno,Cluster,PCA1,PCA2
10380,10380,CLI10382,1,1,66,1,7,2,0,2,1958,1,82848,13,1.561,50,0,46,0.0,0,26739.355545106984,4951.335667591253
10381,10381,CLI10383,1,1,69,1,0,2,0,2,1955,1,59472,20,0.564,50,0,544,4.0,3,3363.430304110596,4975.271265197236
10382,10382,CLI10384,1,1,68,1,7,2,0,1,1956,1,44871,46,0.759,50,0,583,4.0,3,-11237.554966737116,4990.538529143088
10383,10383,CLI10385,1,1,44,0,2,2,0,1,1980,1,38725,24,0.801,30,0,389,3.0,5,-17383.59460941289,4997.496497241324
10384,10384,CLI10386,1,1,69,1,0,2,1,1,1955,1,55055,45,0.915,50,1,131,0.0,3,-1053.6104237806067,4982.495418604727
10385,10385,CLI10387,1,0,21,0,3,0,0,4,2003,2,15699,10,1.754,30,1,199,0.0,1,-40409.61106576245,5021.940865882159
10386,10386,CLI10388,0,0,23,0,1,0,0,1,2001,2,19652,29,1.926,30,0,534,4.0,1,-36456.573810081216,5019.153640992125
10387,10387,CLI10389,1,0,23,0,3,0,0,1,2001,2,20214,0,1.995,30,0,433,3.0,1,-35894.58462975052,5019.582413462696
10388,10388,CLI10390,1,0,24,0,4,0,0,5,2000,2,18397,20,1.857,30,0,237,0.0,1,-37711.604056809134,5022.314564012453
10389,10389,CLI10391,1,1,66,0,8,2,2,3,1958,1,40432,34,1.287,30,1,196,0.0,5,-15676.599795872207,5001.787627731777
10390,10390,CLI10392,1,1,65,1,0,2,0,1,1959,1,59238,13,0.661,50,0,288,0.0,3,3129.4081649584114,4984.444134752624
10391,10391,CLI10393,1,1,80,0,8,2,2,2,1944,0,83409,19,1.209,120,0,353,0.5,0,27300.4427009285,4961.859857275136
10392,10392,CLI10394,0,1,57,1,0,2,2,3,1967,1,26840,11,0.915,30,0,228,0.0,5,-29268.588882955366,5018.067303600679
10393,10393,CLI10395,0,1,73,0,5,2,1,2,1951,1,75640,34,1.209,120,0,249,0.0,0,19531.434361147563,4971.424295792151
10394,10394,CLI10396,1,1,67,0,7,2,0,4,1957,1,23819,29,1.502,30,0,40,0.0,1,-32289.60074350575,5022.976819422118
10395,10395,CLI10397,0,1,67,1,0,2,0,1,1957,1,27640,38,1.326,30,1,377,3.0,5,-28468.56423509038,5020.3187847176705
10396,10396,CLI10398,0,1,67,1,0,2,1,2,1957,1,35893,34,1.248,50,0,452,3.0,5,-20215.550531817622,5013.277216334551
10397,10397,CLI10399,1,1,65,1,7,2,1,2,1959,1,43764,14,1.619,50,0,108,0.0,3,-12344.594869929962,5006.515945974603
10398,10398,CLI10400,1,1,56,1,0,2,0,1,1968,1,25595,19,1.443,30,0,68,0.0,1,-30513.60080136366,5025.248515745292
10399,10399,CLI10401,0,1,40,1,1,1,0,2,1984,3,90551,8,1.79,50,1,397,3.0,4,34442.39438914912,4962.889746023033
10400,10400,CLI10402,1,0,78,1,2,2,0,3,1946,1,58063,31,1.463,80,0,472,1.0,3,1954.4613201529573,4995.633992457928
10401,10401,CLI10403,1,1,53,1,0,2,1,2,1971,1,117310,16,1.737,50,0,78,0.0,2,61201.349253371634,4938.689504985588
10402,10402,CLI10404,1,1,47,1,7,2,1,2,1977,1,88018,0,0.779,50,0,515,4.0,4,31909.41620670972,4968.38870541948
10403,10403,CLI10405,0,0,40,1,0,1,0,1,1984,3,124766,47,1.767,50,0,524,1.0,2,68657.3894355625,4933.5058975153825
10404,10404,CLI10406,0,1,63,0,0,2,1,3,1961,1,23238,5,0.915,30,0,90,0.0,1,-32870.587065734515,5033.554667575148
10405,10405,CLI10407,1,0,36,1,3,1,0,3,1988,3,27649,35,0.778,30,1,127,0.0,5,-28459.5996213431,5030.2559617040515
10406,10406,CLI10408,0,0,34,1,0,1,0,6,1990,3,25147,0,1.744,30,1,289,0.0,1,-30961.57974439808,5033.733811010223
10407,10407,CLI10409,1,1,63,1,0,2,1,3,1961,1,91504,34,0.661,80,0,414,3.0,4,35395.430789049,4969.965367450266
10408,10408,CLI10410,0,0,36,0,1,1,0,4,1988,3,30143,49,1.1,30,1,221,0.0,5,-25965.587770959213,5030.841122219168
10409,10409,CLI10411,1,0,33,1,0,1,0,5,1991,3,30493,6,1.192,30,0,196,0.0,5,-25615.59148303019,5031.4932013185335
10410,10410,CLI10412,1,1,29,0,5,0,1,2,1995,3,19044,26,2.34,30,1,144,0.0,1,-37064.59079366049,5043.662617148493
10411,10411,CLI10413,0,0,32,0,4,1,0,3,1992,3,21787,13,1.859,30,0,238,0.0,1,-34321.57942535677,5042.004133742021
10412,10412,CLI10414,0,0,46,1,6,2,0,1,1978,1,69622,27,1.463,50,0,216,0.0,0,13513.404120876934,4996.288585964749
10413,10413,CLI10415,0,0,33,0,5,1,0,5,1991,3,21780,42,0.663,30,1,216,0.0,1,-34328.579424907126,5044.006680408933
10414,10414,CLI10416,0,0,20,0,4,0,0,5,2004,2,19429,36,2.099,30,0,533,4.0,1,-36679.54810135871,5047.371310961014
10415,10415,CLI10417,1,0,20,0,3,0,0,4,2004,2,21331,35,2.858,30,0,198,0.0,1,-34777.586258053125,5046.441234247595
10416,10416,CLI10418,1,1,88,0,2,2,2,2,1936,0,74403,27,0.7,30,1,165,0.0,0,18294.41200671495,4995.6067843760575
10417,10417,CLI10419,1,0,39,0,4,1,0,2,1985,3,23264,43,1.951,30,0,504,4.0,1,-32844.540711675465,5046.619966064836
10418,10418,CLI10420,1,1,50,1,7,2,1,2,1974,1,58095,6,0.798,50,0,443,3.0,3,1986.4456252817108,5013.593939602777
10419,10419,CLI10421,1,0,46,1,4,2,0,1,1978,1,105312,31,1.306,50,0,241,0.0,4,49203.389573515626,4968.441622663131
10420,10420,CLI10422,0,1,29,0,3,0,2,2,1995,3,19308,1,1.961,30,0,580,4.0,1,-36800.53192987974,5053.498992950328
10421,10421,CLI10423,1,1,42,1,0,2,0,2,1982,3,88817,24,1.008,50,0,173,0.0,4,32708.392846454022,4986.534694209668
10422,10422,CLI10424,1,1,45,1,0,2,1,7,1979,1,66930,8,0.985,30,0,569,4.0,0,10821.445186984798,5008.992134458864
10423,10423,CLI10425,1,0,50,1,7,2,0,2,1974,1,54085,4,0.876,50,1,301,0.5,3,-2023.5628256105338,5022.478983417066
10424,10424,CLI10426,1,1,63,1,0,2,0,1,1961,1,70002,24,1.228,50,1,221,0.0,0,13893.425400947497,5007.918385561243
10425,10425,CLI10427,0,0,36,1,3,1,0,4,1988,3,18044,13,0.962,30,0,426,3.0,1,-38064.53979965673,5059.700051782664
10426,10426,CLI10428,0,1,56,1,0,2,1,2,1968,1,117681,44,1.365,50,0,427,3.0,2,61572.414473650686,4963.40338267263
10427,10427,CLI10429,1,1,94,0,2,2,0,2,1930,0,81867,2,1.619,120,0,78,0.0,0,25758.45543397621,4999.305569976255
10428,10428,CLI10430,0,0,33,0,7,1,0,3,1991,3,20653,17,1.146,30,0,334,0.5,1,-35455.55067118288,5060.132402162202
10429,10429,CLI10431,1,1,42,1,4,2,1,3,1982,3,51812,41,1.537,30,0,513,4.0,3,-4296.545693416963,5030.743793716705
10430,10430,CLI10432,1,1,73,1,0,2,0,1,1951,1,117871,10,1.619,50,0,397,1.0,2,61762.42409687021,4967.2105917367335
10431,10431,CLI10433,1,0,44,1,0,2,0,2,1980,1,55522,36,1.215,50,0,191,0.0,3,-586.5716594649202,5029.05244293045
10432,10432,CLI10434,1,1,91,1,8,2,0,1,1933,0,32643,16,0.974,30,0,46,0.0,5,-23465.55587390788,5052.360744002797
10433,10433,CLI10435,1,1,67,1,6,2,1,3,1957,1,49700,13,0.681,30,1,330,0.5,3,-6408.547425527737,5036.765812392814
10434,10434,CLI10436,1,1,72,1,2,2,2,2,1952,1,49490,18,1.58,50,1,305,0.5,3,-6618.536544563431,5037.96705774926
10435,10435,CLI10437,1,1,41,0,6,1,2,4,1983,3,114372,26,1.077,30,0,318,0.5,2,58263.395126402014,4975.609330053423
10436,10436,CLI10438,1,1,52,1,5,2,0,1,1972,1,120051,18,1.091,50,0,178,0.0,2,63942.39231760314,4971.034550503884
10437,10437,CLI10439,1,1,56,0,7,2,1,4,1968,1,111201,10,1.678,30,0,187,0.0,2,55092.392604374036,4980.677079030182
10438,10438,CLI10440,1,1,80,0,8,2,0,1,1944,0,105613,14,1.717,120,0,525,4.0,4,49504.49295587385,4987.21414040343
10439,10439,CLI10441,0,1,54,0,6,2,1,3,1970,1,122133,45,1.404,200,0,382,3.0,2,66024.49184277971,4972.057770882602
10440,10440,CLI10442,0,1,80,1,4,2,0,2,1944,0,94586,45,1.385,50,0,207,0.0,4,38477.43198376385,4999.908455088142
10441,10441,CLI10443,1,1,41,0,7,1,1,4,1983,3,76902,45,1.491,30,1,273,0.0,0,20793.42130978967,5018.190569214643
10442,10442,CLI10444,0,1,61,1,4,2,0,1,1963,1,67143,11,0.896,50,0,591,4.0,0,11034.48562635624,5028.790364453314
10443,10443,CLI10445,0,0,35,0,1,1,0,1,1989,3,18470,14,0.709,30,0,267,0.0,1,-37638.5409905274,5077.249570912958
10444,10444,CLI10446,0,0,31,1,0,0,0,3,1993,3,21102,48,1.744,30,0,247,0.0,1,-35006.54626457021,5075.675608265668
10445,10445,CLI10447,0,0,55,0,8,2,0,3,1969,1,104848,38,1.697,30,1,326,0.5,4,48739.41987993533,4994.911637451874
10446,10446,CLI10448,1,1,42,1,7,2,0,2,1982,3,123506,35,0.985,50,0,199,0.0,2,67397.39663871453,4977.665556083613
10447,10447,CLI10449,0,0,31,0,1,0,0,1,1993,3,24166,45,1.882,30,1,116,0.0,1,-31942.560207713377,5075.655036622085
10448,10448,CLI10450,1,0,51,1,7,2,0,1,1973,1,26294,43,1.326,30,0,295,0.0,1,-29814.529545116664,5074.6155957809915
10449,10449,CLI10451,0,1,52,1,0,2,0,1,1972,1,88108,41,1.502,50,0,137,0.0,4,31999.422061197547,5015.219433679917
10450,10450,CLI10452,1,1,43,1,2,2,2,6,1981,3,109376,21,1.146,30,1,185,0.0,2,53267.39923531648,4995.459118924538
10451,10451,CLI10453,0,0,29,0,3,0,0,1,1995,3,25625,5,3.065,30,0,234,0.0,1,-30483.54505322887,5078.255204429859
10452,10452,CLI10454,0,1,41,1,1,1,2,2,1983,3,125012,32,0.778,50,0,549,4.0,2,68903.44049374215,4982.270809301746
10453,10453,CLI10455,1,1,47,0,8,2,1,2,1977,1,106830,1,0.72,120,1,331,0.5,4,50721.46693498733,5000.983671073347
10454,10454,CLI10456,0,0,30,0,1,0,0,1,1994,3,21568,43,0.801,30,0,485,3.0,1,-34540.51045384833,5085.272114156169
10455,10455,CLI10457,1,1,76,1,0,2,1,1,1948,1,36701,32,1.697,50,1,176,0.0,5,-19407.51975997292,5071.428141359769
10456,10456,CLI10458,1,1,52,1,0,2,1,2,1972,1,125576,32,0.857,50,0,121,0.0,2,69467.4016708039,4985.627073055373
10457,10457,CLI10459,1,0,40,1,0,1,0,2,1984,3,40418,41,1.261,30,1,145,0.0,5,-15690.553289131647,5069.790564388555
10458,10458,CLI10460,1,1,47,1,3,2,0,3,1977,1,85009,38,1.346,80,1,310,0.5,0,28900.464541016947,5027.285561386265
10459,10459,CLI10461,1,1,46,1,7,2,1,4,1978,1,49328,27,0.583,30,0,105,0.0,3,-6780.558621398835,5063.080675688765
10460,10460,CLI10462,1,0,32,1,0,1,0,3,1992,3,25193,4,1.1,30,1,206,0.0,1,-30915.537483660923,5087.670948975894
10461,10461,CLI10463,0,1,50,1,0,2,2,4,1974,1,107434,23,1.365,80,1,233,0.0,4,51325.44519855907,5008.369820609922
10462,10462,CLI10464,1,1,97,1,0,2,0,2,1927,0,111725,12,1.6,50,0,113,0.0,2,55616.44046039799,5005.150536593124
10463,10463,CLI10465,0,0,36,1,4,1,0,5,1988,3,21312,2,1.123,30,0,161,0.0,1,-34796.53486208288,5094.451026758161
10464,10464,CLI10466,1,1,20,0,5,0,0,4,2004,2,18887,3,2.961,30,0,452,3.0,1,-37221.50805308043,5097.882424108826
10465,10465,CLI10467,0,1,45,1,1,2,2,2,1979,1,61690,11,1.008,50,0,494,3.0,3,5581.492150603306,5057.0944845192935
10466,10466,CLI10468,0,0,31,1,5,0,0,3,1993,3,25340,19,1.1,30,0,393,3.0,1,-30768.51117172636,5093.56823430763
10467,10467,CLI10469,0,0,33,1,7,1,0,1,1991,3,25099,47,1.514,30,1,371,3.0,1,-31009.51141359851,5094.799266598506
10468,10468,CLI10470,0,1,87,1,8,2,2,2,1937,0,58773,8,1.6,50,0,372,1.0,3,2664.5060679276357,5062.916110758299
10469,10469,CLI10471,0,0,30,1,0,0,0,1,1994,3,21166,47,0.847,30,0,556,4.0,1,-34942.48750675123,5100.680149899825
10470,10470,CLI10472,0,1,58,1,4,2,1,4,1966,1,99195,6,0.896,80,0,510,4.0,4,43086.495202114675,5025.475212141189
10471,10471,CLI10473,0,0,47,1,0,2,0,1,1977,1,59923,6,1.502,50,0,146,0.0,3,3814.460966561048,5064.744398218254
10472,10472,CLI10474,1,0,21,0,3,0,0,4,2003,2,12753,26,1.029,30,0,492,3.0,1,-43355.49100684988,5111.88154366372
10473,10473,CLI10475,1,0,29,0,7,0,0,2,1995,3,28506,2,2.927,30,1,307,0.5,5,-27602.517296010134,5097.4575848305485
10474,10474,CLI10476,0,0,74,0,0,2,0,2,1950,1,36270,6,11.305,30,0,60,0.0,5,-19838.525039221342,5090.821832267204
10475,10475,CLI10477,0,0,35,1,0,1,0,2,1989,3,21226,39,1.491,30,0,406,3.0,1,-34882.495919018394,5106.588819996554
10476,10476,CLI10478,0,0,29,0,5,0,0,4,1995,3,29564,49,1.443,30,0,410,3.0,5,-26544.503454114372,5099.447571368293
10477,10477,CLI10479,0,0,32,0,4,1,0,3,1992,3,18558,24,1.744,30,0,167,0.0,1,-37550.52081059459,5111.142107804193
10478,10478,CLI10480,0,0,36,1,0,1,0,1,1988,3,19562,43,0.985,30,0,258,0.0,1,-36546.508027256095,5111.181714510263
10479,10479,CLI10481,1,0,24,0,5,0,0,3,2000,2,19438,26,2.582,30,1,138,0.0,1,-36670.52708318578,5112.276569865493
10480,10480,CLI10482,0,0,30,0,4,0,0,2,1994,3,23536,37,2.066,30,1,317,0.5,1,-32572.505405216212,5109.313715477545
10481,10481,CLI10483,1,0,33,0,3,1,0,4,1991,3,20131,23,1.031,30,0,242,0.0,1,-35977.50895451416,5113.622268522287
10482,10482,CLI10484,1,0,28,0,5,0,0,4,1996,3,22409,36,2.271,30,1,260,0.0,1,-33699.510233366644,5112.401893201024
10483,10483,CLI10485,0,0,35,0,6,1,0,1,1989,3,25771,43,1.169,30,0,466,3.0,1,-30337.484423376027,5110.163556903048
10484,10484,CLI10486,1,1,94,1,8,2,0,1,1930,0,34110,6,0.603,30,0,490,3.0,5,-21998.454293816227,5103.024291211648
10485,10485,CLI10487,1,0,32,1,3,1,0,1,1992,3,27354,24,1.744,30,0,315,0.5,5,-28754.502221706225,5110.58464122399
10486,10486,CLI10488,1,1,62,1,8,2,0,4,1962,1,51112,28,1.58,30,0,491,1.0,3,-4996.481179940318,5088.42215093398
10487,10487,CLI10489,1,1,57,1,0,2,1,3,1967,1,126166,28,0.72,80,0,273,0.0,2,70057.46620376476,5016.086100178471
10488,10488,CLI10490,0,0,28,0,3,0,0,5,1996,3,21714,29,1.685,30,1,234,0.0,1,-34394.50683833467,5119.074821414162
10489,10489,CLI10491,0,1,72,1,0,2,1,2,1952,1,112228,34,0.974,50,0,462,3.0,2,56119.49233603262,5031.735662879484
10490,10490,CLI10492,0,1,54,1,0,2,0,1,1970,1,53956,46,0.759,50,0,137,0.0,3,-2152.5136427902908,5089.570031084893
10491,10491,CLI10493,0,1,80,0,8,2,0,2,1944,0,89701,15,1.209,120,0,332,0.5,4,33592.53369548608,5055.710837744267
10492,10492,CLI10494,1,1,40,1,5,1,1,2,1984,3,34293,11,1.399,30,1,225,0.0,5,-21815.505919179333,5110.7886495310995
10493,10493,CLI10495,0,0,40,1,4,1,0,1,1984,3,95251,16,1.399,50,1,312,0.5,4,39142.473381677846,5052.28168286373
10494,10494,CLI10496,1,1,78,1,8,2,2,3,1946,1,39944,38,1.463,30,0,471,1.0,5,-16164.459345666772,5107.323752981385
10495,10495,CLI10497,0,1,61,1,0,2,0,2,1963,1,102379,43,1.013,50,1,304,0.5,4,46270.48104768302,5047.319499282505
10496,10496,CLI10498,1,1,39,1,7,1,1,2,1985,3,26662,8,1.721,30,0,33,0.0,5,-29446.519081889805,5122.198862852238
10497,10497,CLI10499,1,1,45,0,0,2,1,2,1979,1,22763,39,0.709,30,0,478,3.0,1,-33345.46185953109,5127.103415958181
10498,10498,CLI10500,1,0,46,1,0,2,0,1,1978,1,117437,4,0.564,50,0,568,4.0,2,61328.49545315406,5035.6716268987075
10499,10499,CLI10501,1,1,39,1,5,1,0,2,1985,3,27977,3,1.928,30,0,156,0.0,5,-28131.50314643133,5123.94132597401
10500,10500,CLI10502,0,1,53,1,0,2,1,2,1971,1,35033,44,0.837,50,0,506,4.0,5,-21075.449893966965,5118.129000777977
10501,10501,CLI10503,0,1,80,1,8,2,2,2,1944,0,81893,48,1.658,50,1,135,0.0,0,25784.492021707832,5073.2879778128845
10502,10502,CLI10504,0,0,44,1,5,2,0,1,1980,1,78730,31,1.445,50,1,317,0.5,0,22621.49615293948,5077.416283949631
10503,10503,CLI10505,0,0,32,1,3,1,0,6,1992,3,24216,13,0.847,30,1,183,0.0,1,-31892.497463339118,5131.620153856375
10504,10504,CLI10506,1,1,68,1,0,2,1,3,1956,1,75907,43,1.189,80,0,106,0.0,0,19798.503999890774,5082.129572719252
10505,10505,CLI10507,1,1,98,1,8,2,0,2,1926,0,28624,18,0.798,30,0,277,0.0,5,-27484.45196914832,5129.335484225547
10506,10506,CLI10508,1,1,95,1,8,2,0,1,1929,0,22784,35,0.818,30,0,479,3.0,1,-33324.42583157767,5136.082590310263
10507,10507,CLI10509,1,1,42,1,0,2,1,3,1982,3,30464,34,1.33,30,1,258,0.0,5,-25644.483839976932,5129.535326755837
10508,10508,CLI10510,1,1,50,1,2,2,2,4,1974,1,28363,6,1.013,30,0,151,0.0,5,-27745.48916045118,5132.563251438367
10509,10509,CLI10511,1,0,29,0,3,0,0,4,1995,3,23562,18,2.927,30,0,264,0.0,1,-32546.483652091694,5138.2764883503605
10510,10510,CLI10512,1,1,61,1,8,2,0,2,1963,1,112411,0,0.779,50,0,234,0.0,2,56302.48096090541,5052.506979809528
10511,10511,CLI10513,0,1,57,1,0,2,1,5,1967,1,90644,3,1.561,30,1,243,0.0,4,34535.485699449026,5074.763656401201
10512,10512,CLI10514,1,1,47,1,0,2,1,2,1977,1,117492,28,1.326,50,1,288,0.0,2,61383.477991256776,5049.557547907323
10513,10513,CLI10515,1,0,39,1,0,1,0,1,1985,3,20668,49,0.755,30,0,112,0.0,1,-35440.48946889676,5145.070048276522
10514,10514,CLI10516,1,1,80,1,8,2,0,2,1944,0,61186,37,1.17,50,0,392,3.0,3,5077.547794185164,5106.564618236343
10515,10515,CLI10517,1,0,45,1,0,2,0,3,1979,1,27134,11,1.698,30,1,115,0.0,5,-28974.488281255803,5140.755728485861
10516,10516,CLI10518,1,0,30,1,3,0,0,1,1994,3,19533,42,1.261,30,0,65,0.0,1,-36575.495992137294,5149.168169732689
10517,10517,CLI10519,1,1,39,1,7,1,0,3,1985,3,24080,33,0.686,30,0,38,0.0,1,-32028.496268886873,5145.721773994606
10518,10518,CLI10520,0,1,69,1,0,2,1,2,1955,1,92199,5,1.209,50,0,176,0.0,4,36090.50030204702,5080.232093066952
10519,10519,CLI10521,1,0,45,1,8,2,0,1,1979,1,52875,0,1.054,50,0,473,3.0,3,-3233.4515414720445,5119.697841553103
10520,10520,CLI10522,1,0,58,0,0,2,0,1,1966,1,34038,3,1.443,30,0,104,0.0,5,-22070.48225347053,5139.011105720008
10521,10521,CLI10523,1,0,46,0,4,2,0,1,1978,1,44382,44,1.424,30,1,200,0.0,3,-11726.483978698787,5129.931486354753
10522,10522,CLI10524,0,1,51,1,0,2,1,4,1973,1,38636,5,1.737,30,0,135,0.0,5,-17472.483728608895,5136.527825307305
10523,10523,CLI10525,1,1,42,0,7,2,0,2,1982,3,76714,30,1.422,120,0,384,3.0,0,20605.55895368317,5100.40493933683
10524,10524,CLI10526,1,1,28,1,5,0,0,3,1996,3,27490,39,1.581,30,0,131,0.0,5,-28618.487224790042,5149.412175118303
10525,10525,CLI10527,0,1,44,1,0,2,1,3,1980,1,68481,10,1.468,30,0,308,0.5,0,12372.514708344053,5110.4208932354595
10526,10526,CLI10528,0,1,61,1,8,2,0,2,1963,1,86202,49,0.583,50,0,324,0.5,4,30093.52453128749,5094.1212882177915
10527,10527,CLI10529,0,0,32,1,3,1,0,1,1992,3,26221,6,1.537,30,0,217,0.0,1,-29887.471511116386,5153.669459424917
10528,10528,CLI10530,0,1,43,1,0,2,0,1,1981,3,56913,2,0.732,50,1,295,0.0,3,804.5333147815982,5124.716032369401
10529,10529,CLI10531,1,1,55,0,5,2,1,3,1969,1,48600,3,1.737,30,1,355,0.5,3,-7508.456633738024,5133.845310565808
10530,10530,CLI10532,0,1,67,1,0,2,1,2,1957,1,74141,33,1.619,50,0,234,0.0,0,18032.529733830466,5109.8793974428645
10531,10531,CLI10533,1,1,62,1,0,2,0,1,1962,1,65253,38,0.681,50,0,392,3.0,0,9144.551883277723,5119.593244444823
10532,10532,CLI10534,1,0,44,1,7,2,0,3,1980,1,121706,41,1.997,200,0,58,0.0,2,65597.54089403186,5065.404416212898
10533,10533,CLI10535,0,1,95,1,8,2,2,2,1929,0,79997,36,0.955,50,0,496,3.0,0,23888.573492552823,5107.217462594845
10534,10534,CLI10536,1,0,30,0,7,0,0,3,1994,3,29365,33,1.997,30,0,460,3.0,5,-26743.440490952238,5157.652436241497
10535,10535,CLI10537,1,0,39,1,0,1,0,1,1985,3,20901,27,1.836,30,0,466,1.0,1,-35207.42814950409,5166.91893823315
10536,10536,CLI10538,1,1,62,1,0,2,1,2,1962,1,45152,11,1.209,50,0,377,3.0,3,-10956.431294128932,5144.218807129842
10537,10537,CLI10539,0,1,40,1,0,1,0,2,1984,3,41206,39,0.663,50,0,367,3.0,5,-14902.44076229119,5149.070713491359
10538,10538,CLI10540,1,1,35,0,5,1,0,2,1989,3,24139,15,1.238,30,0,302,0.5,1,-31969.448135315226,5166.72116297552
10539,10539,CLI10541,0,1,94,1,8,2,0,2,1930,0,123268,23,1.287,50,0,485,1.0,2,67159.54819820671,5070.959304819271
10540,10540,CLI10542,0,1,56,1,0,2,0,1,1968,1,65975,25,0.7,50,0,466,3.0,0,9866.565287042846,5127.904072106954
10541,10541,CLI10543,0,0,45,1,0,2,0,2,1979,1,97638,32,1.859,50,1,176,0.0,4,41529.50602288633,5097.921397717289
10542,10542,CLI10544,1,1,46,0,2,2,2,4,1978,1,127233,35,1.443,200,0,120,0.0,2,71124.55502529541,5070.02045265288
10543,10543,CLI10545,0,0,33,1,6,1,0,6,1991,3,24423,42,1.721,30,1,130,0.0,1,-31685.46400827888,5171.406971895953
10544,10544,CLI10546,1,1,46,1,2,2,2,5,1978,1,102677,19,0.74,30,0,451,3.0,4,46568.52728964026,5096.058530980365
10545,10545,CLI10547,0,1,46,1,0,2,1,3,1978,1,120572,43,0.876,80,1,119,0.0,2,64463.50325847586,5079.515736936983
10546,10546,CLI10548,0,0,28,0,3,0,0,5,1996,3,22625,12,1.305,30,0,314,0.5,1,-33483.44177787771,5176.202240238677
10547,10547,CLI10549,1,1,66,1,2,2,2,4,1958,1,39046,41,0.837,30,0,73,0.0,5,-17062.45845561273,5161.114460741213
10548,10548,CLI10550,1,0,20,0,3,0,0,5,2004,2,16288,47,2.478,30,0,586,4.0,1,-39820.40913461788,5184.450221379409
10549,10549,CLI10551,1,1,40,1,2,1,1,4,1984,3,103736,34,1.836,30,0,241,0.0,4,47627.504421738384,5099.979116451899
10550,10550,CLI10552,1,1,54,1,0,2,1,2,1970,1,63983,34,1.033,50,0,564,4.0,3,7874.586384803522,5139.8707549959745
10551,10551,CLI10553,1,1,46,1,2,2,2,3,1978,1,52011,46,1.424,30,0,362,0.5,3,-4097.441545429669,5152.516687704554
10552,10552,CLI10554,1,1,46,0,0,2,1,5,1978,1,50407,31,0.837,30,1,186,0.0,3,-5701.4593806189005,5155.044599678189
10553,10553,CLI10555,0,1,43,1,7,2,1,2,1981,3,35050,19,0.709,50,0,80,0.0,5,-21058.451759513977,5171.019584978723
10554,10554,CLI10556,0,1,68,1,5,2,0,2,1956,1,77605,34,1.6,50,0,394,1.0,0,21496.569419279098,5130.531396144042
10555,10555,CLI10557,1,1,52,1,2,2,2,4,1972,1,40771,21,1.326,30,0,91,0.0,5,-15337.45738200187,5167.433627229086
10556,10556,CLI10558,1,1,43,1,0,2,0,3,1981,3,65176,43,0.962,30,0,110,0.0,0,9067.524271596136,5144.6059280319205
10557,10557,CLI10559,0,1,28,1,0,0,2,2,1996,3,23063,24,2.651,30,1,252,0.0,1,-33045.43829591867,5186.761272301075
10558,10558,CLI10560,0,0,30,1,0,0,0,4,1994,3,27537,39,1.997,30,1,226,0.0,5,-28571.442236778566,5183.386857988604
10559,10559,CLI10561,0,1,34,0,5,1,0,4,1990,3,30505,48,1.652,30,0,464,3.0,5,-25603.414210526727,5181.540267417802
10560,10560,CLI10562,1,1,40,1,0,1,0,4,1984,3,108663,35,1.123,30,0,509,4.0,2,52554.54210325339,5106.225912773565
10561,10561,CLI10563,1,1,56,1,7,2,0,3,1968,1,79837,37,1.072,80,0,469,3.0,0,23728.59146597021,5135.370537320248
10562,10562,CLI10564,1,1,69,1,7,2,0,1,1955,1,74600,40,0.896,50,0,192,0.0,0,18491.556994165745,5141.422136799487
10563,10563,CLI10565,1,0,44,1,0,2,0,4,1980,1,75364,34,1.882,30,0,526,1.0,0,19255.57175310851,5141.747107937719
10564,10564,CLI10566,1,0,24,0,5,0,0,1,2000,2,22572,9,2.616,30,1,379,3.0,1,-33536.4189635994,5194.2680834935745
10565,10565,CLI10567,1,1,57,1,0,2,0,1,1967,1,112843,16,0.622,50,0,217,0.0,2,56734.53031259199,5107.081724308433
10566,10566,CLI10568,1,1,98,1,8,2,0,1,1926,0,55906,21,1.189,50,0,388,3.0,3,-202.38851710440213,5163.719381427496
10567,10567,CLI10569,0,1,72,0,8,2,2,3,1952,1,71809,7,1.013,30,0,343,0.5,0,15700.572599830528,5149.178249271865
10568,10568,CLI10570,1,1,53,1,0,2,1,4,1971,1,126087,47,1.209,80,1,354,0.5,2,69978.55231933908,5097.1811398327845
10569,10569,CLI10571,1,1,53,1,3,2,1,4,1971,1,43938,25,1.033,30,1,240,0.0,3,-12170.42848799107,5178.3733304340585
10570,10570,CLI10572,1,0,34,1,3,1,0,1,1990,3,22483,7,1.215,30,1,100,0.0,1,-33625.4391193978,5200.294330588145
10571,10571,CLI10573,0,1,68,1,0,2,1,2,1956,1,60132,34,1.365,50,0,585,4.0,3,4023.6194751331204,5164.635800089351
10572,10572,CLI10574,1,1,64,1,2,2,1,4,1960,1,48014,40,1.17,30,0,321,0.5,3,-8094.413199223076,5177.410714447176
10573,10573,CLI10575,1,1,66,1,0,2,0,3,1958,1,81901,36,0.583,80,0,587,4.0,0,25792.620569254665,5145.380474980402
10574,10574,CLI10576,1,0,21,0,3,0,0,4,2003,2,15486,49,1.512,30,0,321,0.5,1,-40622.41258574813,5211.175912661109
10575,10575,CLI10577,1,0,20,0,3,0,0,1,2004,2,17445,31,1.823,30,0,100,0.0,1,-38663.43842948847,5210.214637189672
