,id,genero,casado,edad,graduado,profesion,exp_laboral,nivel_gasto,tamanno_familia,anno_nacimiento,generacion,ingresos_anuales,provincia,encuentro_digital,gasto_medio_mensual_cuota,abandono,dias_como_cliente,camp_anno
7831,CLI7833,0,1,68,1,5,2,1,3,1956,1,117717,25,1.482,80,1,308,0.5
7832,CLI7834,0,1,40,1,1,1,0,2,1984,3,88587,22,0.87,50,0,486,3.0
7833,CLI7835,0,1,77,1,0,2,1,2,1947,1,111572,17,1.052,50,0,247,0.0
7834,CLI7836,0,1,64,1,0,2,0,1,1960,1,55040,39,0.622,50,1,171,0.0
7835,CLI7837,1,1,43,1,0,2,0,2,1981,3,31424,28,1.537,30,0,401,1.0
7836,CLI7838,0,1,32,1,4,1,0,2,1992,3,31513,43,1.077,30,0,162,0.0
7837,CLI7839,1,1,64,1,0,2,0,2,1960,1,59568,16,15.215,50,0,389,1.0
7838,CLI7840,0,1,47,1,0,2,1,2,1977,1,77350,17,1.482,50,0,342,0.5
7839,CLI7841,0,1,73,1,8,2,2,2,1951,1,36087,12,0.7,50,0,454,3.0
7840,CLI7842,1,1,44,1,0,2,1,2,1980,1,123487,25,2.043,50,1,303,0.5
7841,CLI7843,1,1,39,1,7,1,0,2,1985,3,24379,42,0.732,30,0,350,0.5
7842,CLI7844,1,0,36,0,4,1,0,4,1988,3,29354,22,1.353,30,0,574,4.0
7843,CLI7845,1,1,61,1,7,2,1,2,1963,1,59161,18,1.365,50,0,346,0.5
7844,CLI7846,1,1,31,1,3,0,2,2,1993,3,23405,28,1.698,30,1,265,0.0
7845,CLI7847,0,0,21,0,5,0,0,2,2003,2,12497,20,1.788,30,0,225,0.0
7846,CLI7848,0,0,31,1,0,0,0,4,1993,3,19981,44,2.02,30,0,90,0.0
7847,CLI7849,0,1,44,0,5,2,1,2,1980,1,62853,44,0.939,30,0,75,0.0
7848,CLI7850,0,1,80,1,8,2,2,2,1944,0,27658,41,1.697,30,0,247,0.0
7849,CLI7851,1,1,73,0,6,2,0,4,1951,1,71615,14,1.502,30,0,303,0.5
7850,CLI7852,1,1,39,0,4,1,1,7,1985,3,28700,34,1.583,30,0,338,0.5
7851,CLI7853,1,1,36,1,0,1,0,2,1988,3,28051,36,0.755,30,0,107,0.0
7852,CLI7854,1,1,66,1,0,2,1,2,1958,1,55077,49,1.502,50,0,342,0.5
7853,CLI7855,0,0,21,0,3,0,0,4,2003,2,18726,1,1.098,30,0,271,0.0
7854,CLI7856,0,1,56,1,5,2,1,3,1968,1,109922,0,0.622,80,1,108,0.0
7855,CLI7857,1,1,31,0,2,0,2,3,1993,3,18991,31,1.836,30,0,427,3.0
7856,CLI7858,1,1,94,1,0,2,0,1,1930,0,64743,35,1.619,50,0,593,1.0
7857,CLI7859,1,1,57,1,7,2,1,5,1967,1,82354,36,1.737,30,1,381,3.0
7858,CLI7860,0,1,61,1,4,2,0,1,1963,1,90638,47,1.639,50,0,289,0.0
7859,CLI7861,1,0,33,1,5,1,0,5,1991,3,18281,12,1.836,30,0,265,0.0
7860,CLI7862,0,1,66,1,0,2,1,2,1958,1,31419,2,1.482,30,0,109,0.0
7861,CLI7863,0,1,45,1,0,2,2,5,1979,1,69685,33,1.997,30,0,373,1.0
7862,CLI7864,1,1,39,1,0,1,1,2,1985,3,23042,15,1.56,30,1,347,0.5
7863,CLI7865,0,0,25,0,6,0,0,4,1999,2,27986,9,2.168,30,0,332,0.5
7864,CLI7866,1,1,97,1,0,2,2,2,1927,0,76234,10,1.482,50,0,79,0.0
7865,CLI7867,1,0,21,0,3,0,0,4,2003,2,22794,0,1.892,30,0,390,3.0
7866,CLI7868,1,1,97,1,6,2,2,2,1927,0,85534,37,1.189,50,1,319,0.5
7867,CLI7869,1,1,45,1,0,2,2,2,1979,1,71778,40,1.376,50,0,472,1.0
7868,CLI7870,1,1,33,0,3,1,1,4,1991,3,22125,46,1.652,30,1,185,0.0
7869,CLI7871,1,1,51,0,0,2,0,4,1973,1,29737,27,1.717,30,0,196,0.0
7870,CLI7872,0,0,30,0,8,0,0,3,1994,3,20311,17,0.778,30,1,273,0.0
7871,CLI7873,0,1,81,0,0,2,2,2,1943,0,30138,48,1.013,30,0,421,3.0
7872,CLI7874,0,0,31,0,1,0,0,1,1993,3,23182,11,0.663,30,0,541,4.0
7873,CLI7875,0,0,32,1,3,1,0,4,1992,3,24716,48,1.399,30,0,294,0.0
7874,CLI7876,0,0,39,1,0,1,0,1,1985,3,18666,46,1.859,30,0,61,0.0
7875,CLI7877,0,1,39,1,1,1,1,2,1985,3,24996,27,1.652,30,1,211,0.0
7876,CLI7878,0,0,42,1,1,2,0,4,1982,3,42417,30,0.663,30,0,600,4.0
7877,CLI7879,0,1,53,1,0,2,1,7,1971,1,25788,2,1.267,30,1,126,0.0
7878,CLI7880,1,1,69,0,2,2,2,3,1955,1,37438,20,1.326,30,1,352,0.5
7879,CLI7881,0,0,44,1,1,2,0,1,1980,1,64506,28,1.951,50,1,319,0.5
7880,CLI7882,1,1,84,1,8,2,2,2,1940,0,69963,31,0.837,50,0,140,0.0
7881,CLI7883,0,1,55,1,0,2,0,2,1969,1,90813,33,1.737,50,0,445,1.0
7882,CLI7884,0,1,96,1,8,2,0,2,1928,0,99131,42,0.935,50,0,341,0.5
7883,CLI7885,1,1,68,0,4,2,0,5,1956,1,110197,25,1.072,30,0,495,3.0
7884,CLI7886,1,1,42,1,7,2,1,4,1982,3,63678,6,1.537,30,0,407,3.0
7885,CLI7887,1,1,58,1,2,2,0,2,1966,1,81175,42,1.287,50,0,85,0.0
7886,CLI7888,1,1,51,1,0,2,1,4,1973,1,49427,37,1.326,30,0,223,0.0
7887,CLI7889,1,1,57,1,0,2,0,4,1967,1,21348,49,1.346,30,0,503,1.0
7888,CLI7890,0,0,35,1,5,1,0,1,1989,3,22773,36,1.583,30,1,206,0.0
7889,CLI7891,0,1,58,1,0,2,1,2,1966,1,109722,45,1.17,50,0,107,0.0
7890,CLI7892,0,0,22,0,7,0,0,5,2002,2,12014,28,2.375,30,0,581,4.0
7891,CLI7893,0,0,56,1,5,2,0,3,1968,1,104494,1,0.661,80,1,154,0.0
7892,CLI7894,0,1,62,1,0,2,1,2,1962,1,68686,46,0.7,50,0,554,4.0
7893,CLI7895,1,0,29,0,5,0,0,6,1995,3,20512,33,1.167,30,1,184,0.0
7894,CLI7896,1,1,34,1,7,1,1,3,1990,3,21739,17,0.778,30,1,159,0.0
7895,CLI7897,1,0,31,1,4,0,0,3,1993,3,23463,46,1.123,30,0,224,0.0
7896,CLI7898,0,0,55,1,3,2,0,1,1969,1,37891,36,1.502,50,1,251,0.0
7897,CLI7899,0,1,45,0,5,2,1,9,1979,1,126290,11,1.537,200,1,315,0.5
7898,CLI7900,0,1,90,0,8,2,2,2,1934,0,59646,14,1.033,30,0,542,4.0
7899,CLI7901,0,1,52,0,8,2,0,1,1972,1,30974,21,0.818,30,1,227,0.0
7900,CLI7902,1,0,34,0,3,1,0,9,1990,3,23695,13,1.031,30,1,324,0.5
7901,CLI7903,0,0,20,0,3,0,0,6,2004,2,15174,37,2.513,30,0,114,0.0
7902,CLI7904,0,0,36,0,5,1,0,4,1988,3,22337,43,2.043,30,0,408,3.0
7903,CLI7905,1,1,42,0,7,2,0,2,1982,3,57817,25,1.744,30,1,174,0.0
7904,CLI7906,1,0,30,1,3,0,0,5,1994,3,28135,10,1.353,30,0,316,0.5
7905,CLI7907,0,1,47,0,4,2,1,4,1977,1,125768,14,1.111,200,0,339,0.5
7906,CLI7908,1,1,47,1,0,2,1,4,1977,1,43837,43,15.215,30,0,336,0.5
7907,CLI7909,0,0,40,1,0,1,0,3,1984,3,99203,10,0.87,30,0,433,3.0
7908,CLI7910,0,1,87,1,8,2,0,1,1937,0,114610,42,1.717,50,1,301,0.5
7909,CLI7911,0,1,55,1,0,2,0,2,1969,1,42593,23,1.111,50,0,231,0.0
7910,CLI7912,0,0,53,1,6,2,0,1,1971,1,85395,25,1.326,50,0,413,1.0
7911,CLI7913,1,1,46,1,0,2,1,3,1978,1,91881,0,0.974,80,1,221,0.0
7912,CLI7914,0,1,74,0,8,2,2,4,1950,1,32571,39,1.228,30,0,56,0.0
7913,CLI7915,1,1,62,0,0,2,0,2,1962,1,126006,38,0.7,120,1,159,0.0
7914,CLI7916,1,0,30,0,3,0,0,4,1994,3,25324,20,2.02,30,0,32,0.0
7915,CLI7917,1,0,33,1,0,1,0,4,1991,3,27310,15,1.905,30,0,471,3.0
7916,CLI7918,0,1,52,1,7,2,1,3,1972,1,50333,2,1.326,30,1,276,0.0
7917,CLI7919,1,1,51,1,5,2,1,2,1973,1,91678,38,0.798,50,0,387,3.0
7918,CLI7920,1,1,61,1,0,2,1,2,1963,1,88689,35,0.818,50,0,518,4.0
7919,CLI7921,0,0,35,1,7,1,0,5,1989,3,22063,35,1.698,30,0,232,0.0
7920,CLI7922,0,1,98,0,8,2,2,2,1926,0,85661,43,1.228,120,0,77,0.0
7921,CLI7923,1,1,72,1,2,2,0,4,1952,1,44161,14,1.033,30,0,207,0.0
7922,CLI7924,0,1,33,0,7,1,2,2,1991,3,26503,25,1.491,30,0,168,0.0
7923,CLI7925,1,1,87,0,8,2,2,2,1937,0,39264,46,1.111,30,1,163,0.0
7924,CLI7926,1,0,40,1,5,1,0,1,1984,3,98282,8,1.675,50,0,225,0.0
7925,CLI7927,1,0,40,0,6,1,0,4,1984,3,80531,41,1.652,30,0,305,0.5
7926,CLI7928,0,1,79,1,8,2,2,1,1945,0,97436,21,1.248,50,0,556,1.0
7927,CLI7929,0,0,30,0,3,0,0,5,1994,3,29518,43,1.675,30,1,353,0.5
7928,CLI7930,1,1,58,1,2,2,2,4,1966,1,99655,47,1.189,80,0,51,0.0
7929,CLI7931,0,0,30,1,3,0,0,5,1994,3,20139,10,1.836,30,0,531,4.0
7930,CLI7932,0,1,36,1,5,1,2,2,1988,3,19992,10,0.847,30,0,90,0.0
7931,CLI7933,1,1,85,1,8,2,2,2,1939,0,28734,36,0.603,30,0,305,0.5
7932,CLI7934,0,0,34,1,3,1,0,3,1990,3,19283,7,1.744,30,0,34,0.0
7933,CLI7935,1,0,33,0,3,1,0,4,1991,3,19356,43,1.307,30,0,521,4.0
7934,CLI7936,1,0,25,0,4,0,0,4,1999,2,18756,23,2.754,30,1,331,0.5
7935,CLI7937,0,1,73,0,8,2,1,2,1951,1,113088,23,0.74,120,1,244,0.0
7936,CLI7938,0,0,28,0,6,0,0,4,1996,3,24732,19,2.513,30,0,310,0.5
7937,CLI7939,0,0,51,1,5,2,0,1,1973,1,46445,44,1.267,50,0,81,0.0
7938,CLI7940,1,1,51,1,0,2,0,2,1973,1,33611,17,1.072,30,0,335,0.5
7939,CLI7941,1,1,42,1,2,2,2,6,1982,3,96068,17,0.939,30,1,266,0.0
7940,CLI7942,1,0,28,0,3,0,0,2,1996,3,18372,24,11.325,30,0,435,3.0
7941,CLI7943,1,0,24,0,3,0,0,5,2000,2,17464,44,1.167,30,1,182,0.0
7942,CLI7944,0,1,41,1,8,1,2,2,1983,3,30207,43,1.744,30,0,526,1.0
7943,CLI7945,0,1,69,0,6,2,1,3,1955,1,96178,46,1.639,30,0,424,3.0
7944,CLI7946,1,1,75,1,0,2,2,2,1949,1,30301,32,1.385,30,0,461,1.0
7945,CLI7947,0,0,41,1,0,1,0,1,1983,3,59482,30,1.192,50,0,369,3.0
7946,CLI7948,1,1,39,1,0,1,1,2,1985,3,18512,4,1.859,30,0,76,0.0
7947,CLI7949,1,0,66,0,7,2,0,1,1958,1,103497,6,0.681,120,0,90,0.0
7948,CLI7950,1,1,52,1,0,2,1,3,1972,1,46738,8,0.818,30,0,230,0.0
7949,CLI7951,1,0,47,0,2,2,0,5,1977,1,48469,25,1.463,30,1,102,0.0
7950,CLI7952,1,1,62,0,0,2,1,2,1962,1,48051,5,1.717,30,0,290,0.0
7951,CLI7953,0,1,31,1,5,0,1,2,1993,3,29834,30,0.801,30,1,321,0.5
7952,CLI7954,0,0,35,0,3,1,0,4,1989,3,26449,29,0.893,30,1,336,0.5
7953,CLI7955,1,1,67,0,4,2,0,3,1957,1,122799,13,1.072,200,0,423,3.0
7954,CLI7956,1,0,34,0,0,1,0,7,1990,3,21328,9,1.054,30,0,84,0.0
7955,CLI7957,1,0,21,0,3,0,0,5,2003,2,15321,38,14.085,30,0,178,0.0
7956,CLI7958,1,0,55,1,6,2,0,4,1969,1,115195,5,1.326,80,0,149,0.0
7957,CLI7959,1,1,73,0,2,2,2,2,1951,1,45684,32,1.463,30,1,120,0.0
7958,CLI7960,1,1,62,1,7,2,0,2,1962,1,27258,20,1.482,30,0,273,0.0
7959,CLI7961,1,1,58,1,7,2,1,2,1966,1,37026,39,1.482,50,1,259,0.0
7960,CLI7962,1,1,52,1,0,2,1,4,1972,1,49334,42,0.564,30,0,161,0.0
7961,CLI7963,0,0,40,1,6,1,0,2,1984,3,95998,30,0.916,50,0,287,0.0
7962,CLI7964,0,0,36,1,3,1,0,5,1988,3,20705,33,1.56,30,0,570,1.0
7963,CLI7965,0,1,56,0,5,2,1,3,1968,1,86759,22,1.404,30,1,146,0.0
7964,CLI7966,1,0,36,0,3,1,0,3,1988,3,29635,46,1.974,30,0,402,3.0
7965,CLI7967,1,1,58,1,2,2,2,3,1966,1,52181,20,1.209,30,0,531,4.0
7966,CLI7968,1,0,33,1,0,1,0,3,1991,3,23548,28,2.066,30,1,176,0.0
7967,CLI7969,0,0,34,1,0,1,0,2,1990,3,20676,5,1.146,30,0,428,3.0
7968,CLI7970,1,1,45,0,7,2,1,5,1979,1,70515,9,0.87,30,0,83,0.0
7969,CLI7971,1,0,20,0,3,0,0,4,2004,2,19430,45,2.064,30,0,599,4.0
7970,CLI7972,1,1,74,1,0,2,0,1,1950,1,124246,40,1.365,50,0,329,0.5
7971,CLI7973,0,1,63,1,0,2,1,6,1961,1,120797,20,1.482,200,1,308,0.5
7972,CLI7974,1,1,39,1,0,1,0,2,1985,3,28402,10,1.008,30,0,329,0.5
7973,CLI7975,1,0,24,0,3,0,0,4,2000,2,23118,20,2.03,30,0,446,3.0
7974,CLI7976,0,0,30,1,6,0,0,1,1994,3,31491,18,1.859,30,1,369,3.0
7975,CLI7977,1,1,39,1,7,1,2,2,1985,3,26573,1,1.813,30,0,358,0.5
7976,CLI7978,0,1,62,1,0,2,1,4,1962,1,82798,22,1.189,80,0,94,0.0
7977,CLI7979,1,0,30,0,3,0,0,3,1994,3,29061,43,1.238,30,0,107,0.0
7978,CLI7980,0,0,35,1,3,1,0,3,1989,3,20167,38,1.215,30,0,77,0.0
7979,CLI7981,0,0,22,0,3,0,0,5,2002,2,13576,25,2.444,30,1,324,0.5
7980,CLI7982,1,0,21,0,3,0,0,6,2003,2,12425,46,2.685,30,1,372,3.0
7981,CLI7983,0,1,42,1,0,2,0,2,1982,3,68474,34,1.376,50,0,329,0.5
7982,CLI7984,0,1,36,1,0,1,1,2,1988,3,31228,45,1.537,30,0,266,0.0
7983,CLI7985,1,1,43,0,2,2,1,2,1981,3,53600,49,1.33,30,0,484,3.0
7984,CLI7986,0,1,67,1,0,2,1,5,1957,1,92250,13,0.681,30,0,525,4.0
7985,CLI7987,1,0,33,1,0,1,0,1,1991,3,26912,24,0.939,30,0,114,0.0
7986,CLI7988,1,1,54,1,0,2,0,2,1970,1,39463,30,1.15,50,1,338,0.5
7987,CLI7989,1,1,61,1,7,2,2,5,1963,1,39533,28,0.837,30,0,106,0.0
7988,CLI7990,0,0,21,0,3,0,0,4,2003,2,14978,16,2.996,30,0,517,4.0
7989,CLI7991,1,1,54,1,0,2,1,4,1970,1,107083,12,0.896,80,0,284,0.0
7990,CLI7992,0,0,47,1,7,2,0,1,1977,1,30985,23,1.443,30,0,530,1.0
7991,CLI7993,0,1,39,1,1,1,1,4,1985,3,22690,23,1.192,30,0,59,0.0
7992,CLI7994,1,0,35,1,3,1,0,1,1989,3,21331,34,0.824,30,0,246,0.0
7993,CLI7995,0,0,29,0,3,0,0,8,1995,3,23345,13,1.167,30,0,117,0.0
7994,CLI7996,1,1,72,1,2,2,0,1,1952,1,101603,20,1.737,50,1,132,0.0
7995,CLI7997,1,0,32,1,7,1,0,9,1992,3,28697,27,1.951,30,1,168,0.0
7996,CLI7998,0,0,22,0,5,0,0,6,2002,2,14870,28,2.478,30,0,33,0.0
7997,CLI7999,0,0,25,0,3,0,0,4,1999,2,21922,3,2.168,30,0,179,0.0
7998,CLI8000,0,0,90,0,8,2,0,3,1934,0,117500,28,1.013,30,1,308,0.5
7999,CLI8001,1,0,32,1,3,1,0,2,1992,3,20291,40,1.238,30,0,558,4.0
8000,CLI8002,1,0,21,0,3,0,0,3,2003,2,21572,32,2.685,30,0,412,3.0
8001,CLI8003,1,0,23,0,6,0,0,5,2001,2,17193,39,2.754,30,0,346,0.5
8002,CLI8004,0,0,43,1,0,2,0,1,1981,3,58202,5,0.686,50,1,397,3.0
8003,CLI8005,0,0,32,0,1,1,0,4,1992,3,18414,13,1.951,30,0,514,4.0
8004,CLI8006,1,0,33,0,5,1,0,3,1991,3,19007,14,1.376,30,0,158,0.0
8005,CLI8007,1,1,33,0,2,1,2,4,1991,3,19229,42,2.02,30,0,399,3.0
8006,CLI8008,0,1,68,1,8,2,1,2,1956,1,82011,1,1.013,50,1,367,3.0
8007,CLI8009,1,0,33,1,3,1,0,1,1991,3,26977,25,1.928,30,0,404,3.0
8008,CLI8010,1,0,24,0,3,0,0,5,2000,2,13983,1,1.443,30,0,459,3.0
8009,CLI8011,1,1,41,0,2,1,2,6,1983,3,117709,2,1.353,30,1,321,0.5
8010,CLI8012,0,1,92,1,0,2,2,2,1932,0,97585,37,1.111,50,1,247,0.0
8011,CLI8013,0,1,54,0,7,2,0,1,1970,1,114078,24,0.681,120,0,177,0.0
8012,CLI8014,0,0,28,1,3,0,0,2,1996,3,30784,11,2.306,30,1,355,0.5
8013,CLI8015,1,1,57,1,0,2,0,3,1967,1,90287,38,1.033,80,0,550,4.0
8014,CLI8016,0,1,77,1,8,2,2,2,1947,1,69114,30,1.346,50,0,560,1.0
8015,CLI8017,1,1,41,1,7,1,0,2,1983,3,42655,17,1.33,50,1,165,0.0
8016,CLI8018,1,0,46,1,5,2,0,1,1978,1,101118,19,1.385,50,0,334,0.5
8017,CLI8019,1,0,36,1,3,1,0,1,1988,3,21547,35,1.123,30,0,517,4.0
8018,CLI8020,1,1,96,1,8,2,0,1,1928,0,59758,29,1.619,50,1,233,0.0
8019,CLI8021,0,1,34,0,0,1,1,2,1990,3,21317,7,1.376,30,0,406,3.0
8020,CLI8022,1,1,42,0,6,2,2,4,1982,3,112156,10,1.951,30,0,459,3.0
8021,CLI8023,1,0,42,1,7,2,0,2,1982,3,43417,2,1.583,50,0,515,1.0
8022,CLI8024,1,1,62,1,0,2,2,2,1962,1,74562,13,1.717,50,0,531,1.0
8023,CLI8025,0,1,62,1,0,2,1,5,1962,1,44165,3,1.697,30,0,432,3.0
8024,CLI8026,0,1,56,1,0,2,0,1,1968,1,22547,33,1.15,30,0,405,3.0
8025,CLI8027,0,0,22,0,5,0,0,2,2002,2,13625,9,1.512,30,0,510,4.0
8026,CLI8028,0,0,25,0,6,0,0,4,1999,2,19081,36,1.788,30,0,168,0.0
8027,CLI8029,1,1,68,1,7,2,1,2,1956,1,106032,42,1.443,50,0,493,3.0
8028,CLI8030,1,1,44,1,0,2,2,1,1980,1,54967,17,1.629,50,0,226,0.0
8029,CLI8031,0,0,31,0,4,0,0,3,1993,3,21441,10,1.307,30,1,222,0.0
8030,CLI8032,1,1,50,1,0,2,0,1,1974,1,48459,7,1.443,50,0,115,0.0
8031,CLI8033,0,1,47,1,7,2,1,2,1977,1,60001,22,1.267,50,0,143,0.0
8032,CLI8034,1,1,32,0,2,1,0,6,1992,3,24906,20,1.261,30,1,106,0.0
8033,CLI8035,1,0,42,1,3,2,0,2,1982,3,53852,38,1.514,50,0,266,0.0
8034,CLI8036,0,1,89,1,8,2,2,3,1935,0,77049,42,1.228,80,0,77,0.0
8035,CLI8037,1,0,39,1,0,1,0,1,1985,3,30156,5,1.698,30,0,155,0.0
8036,CLI8038,0,0,34,1,3,1,0,5,1990,3,23038,22,1.537,30,1,196,0.0
8037,CLI8039,1,0,31,0,3,0,0,5,1993,3,21472,2,1.882,30,1,354,0.5
8038,CLI8040,1,1,73,0,8,2,0,1,1951,1,116191,15,1.58,120,1,360,0.5
8039,CLI8041,1,1,76,0,2,2,1,4,1948,1,61199,4,1.033,30,0,129,0.0
8040,CLI8042,0,0,28,0,1,0,0,1,1996,3,22626,3,1.719,30,0,193,0.0
8041,CLI8043,1,0,20,0,3,0,0,4,2004,2,21268,22,2.444,30,1,103,0.0
8042,CLI8044,0,1,44,1,0,2,1,2,1980,1,35492,26,1.905,50,0,223,0.0
8043,CLI8045,1,1,43,1,0,2,1,2,1981,3,115208,24,2.02,50,0,327,0.5
8044,CLI8046,0,1,55,0,4,2,0,2,1969,1,78487,6,1.326,120,0,410,3.0
8045,CLI8047,0,1,57,0,5,2,1,2,1967,1,62346,19,1.15,30,1,291,0.0
8046,CLI8048,1,1,65,1,7,2,1,2,1959,1,74338,27,0.876,50,0,350,0.5
8047,CLI8049,1,1,55,1,5,2,1,2,1969,1,122969,16,0.622,50,0,424,3.0
8048,CLI8050,0,1,35,0,4,1,0,4,1989,3,21719,32,1.836,30,1,181,0.0
8049,CLI8051,0,1,89,0,8,2,2,2,1935,0,58183,7,0.818,30,1,384,3.0
8050,CLI8052,1,1,57,1,0,2,1,6,1967,1,35543,6,1.697,30,0,30,0.0
8051,CLI8053,1,1,43,0,2,2,1,4,1981,3,26666,40,1.422,30,1,338,0.5
8052,CLI8054,0,0,41,1,0,1,0,2,1983,3,118464,1,1.537,50,0,357,0.5
8053,CLI8055,1,0,25,0,3,0,0,3,1999,2,21925,30,1.995,30,0,229,0.0
8054,CLI8056,1,1,54,1,0,2,1,3,1970,1,68433,9,0.74,80,1,182,0.0
8055,CLI8057,1,0,20,0,3,0,0,2,2004,2,16290,13,1.65,30,0,45,0.0
8056,CLI8058,1,1,69,1,1,2,1,3,1955,1,122245,46,0.72,80,0,119,0.0
8057,CLI8059,1,1,94,0,8,2,0,1,1930,0,115616,24,1.482,120,0,233,0.0
8058,CLI8060,0,0,34,1,7,1,0,3,1990,3,31676,25,2.066,30,0,450,3.0
8059,CLI8061,1,0,43,1,3,2,0,2,1981,3,49127,15,0.778,50,0,294,0.0
8060,CLI8062,0,1,53,1,0,2,1,6,1971,1,117528,29,1.248,30,1,338,0.5
8061,CLI8063,1,1,72,0,0,2,1,2,1952,1,41801,45,1.697,30,0,376,3.0
8062,CLI8064,1,1,45,1,0,2,2,5,1979,1,124854,48,0.663,200,1,245,0.0
8063,CLI8065,1,0,24,0,8,0,0,7,2000,2,16304,25,2.513,30,0,222,0.0
8064,CLI8066,1,0,39,0,2,1,0,4,1985,3,31705,1,1.169,30,0,58,0.0
8065,CLI8067,0,0,36,1,3,1,0,1,1988,3,20348,20,1.008,30,0,473,3.0
8066,CLI8068,0,0,30,1,3,0,0,4,1994,3,20880,3,2.043,30,0,487,3.0
8067,CLI8069,1,1,41,1,2,1,1,3,1983,3,107491,7,1.537,30,0,217,0.0
8068,CLI8070,0,1,40,1,4,1,0,1,1984,3,67666,49,1.146,50,0,476,3.0
8069,CLI8071,1,1,41,1,3,1,1,4,1983,3,118373,6,1.79,30,0,209,0.0
8070,CLI8072,0,1,76,0,8,2,0,1,1948,1,112234,7,0.896,120,0,181,0.0
8071,CLI8073,1,1,65,0,2,2,2,2,1959,1,88665,25,1.013,120,0,240,0.0
8072,CLI8074,0,0,21,0,6,0,0,4,2003,2,15216,5,2.892,30,0,561,4.0
8073,CLI8075,1,1,52,1,5,2,2,5,1972,1,76332,2,0.642,30,1,340,0.5
8074,CLI8076,1,1,67,1,5,2,0,3,1957,1,120696,36,1.424,80,0,104,0.0
8075,CLI8077,0,1,52,1,0,2,1,3,1972,1,88624,25,0.564,80,1,198,0.0
8076,CLI8078,1,1,55,1,0,2,1,4,1969,1,23956,16,0.7,30,0,137,0.0
8077,CLI8079,1,0,21,0,3,0,0,4,2003,2,23765,9,0.995,30,1,162,0.0
8078,CLI8080,1,0,24,0,3,0,0,3,2000,2,17743,10,1.892,30,0,218,0.0
8079,CLI8081,0,0,24,0,3,0,0,6,2000,2,22850,6,12.015,30,1,129,0.0
8080,CLI8082,1,1,55,1,0,2,1,5,1969,1,29455,28,1.267,30,0,551,4.0
8081,CLI8083,1,0,30,0,3,0,0,3,1994,3,22249,17,1.744,30,0,247,0.0
8082,CLI8084,1,0,20,0,5,0,0,3,2004,2,22628,1,2.961,30,1,104,0.0
8083,CLI8085,0,1,67,1,0,2,0,1,1957,1,35237,2,1.033,50,0,200,0.0
8084,CLI8086,0,1,22,1,8,0,1,3,2002,2,16323,9,1.547,30,0,87,0.0
8085,CLI8087,1,1,50,1,0,2,1,2,1974,1,56508,2,1.541,50,0,232,0.0
8086,CLI8088,1,1,61,1,0,2,0,1,1963,1,127820,31,0.661,50,1,169,0.0
8087,CLI8089,0,1,97,1,8,2,1,4,1927,0,73374,38,0.896,80,1,351,0.5
8088,CLI8090,1,1,69,0,2,2,2,3,1955,1,43677,39,0.642,30,1,360,0.5
8089,CLI8091,1,1,76,0,8,2,2,1,1948,1,33253,28,1.326,30,0,395,3.0
8090,CLI8092,1,0,46,1,0,2,0,4,1978,1,29133,2,1.072,30,0,465,3.0
8091,CLI8093,1,1,87,0,2,2,2,2,1937,0,70949,20,1.404,30,1,314,0.5
8092,CLI8094,0,1,39,1,3,1,2,3,1985,3,29612,7,1.606,30,0,56,0.0
8093,CLI8095,1,1,30,0,2,0,2,4,1994,3,29959,14,1.468,30,1,130,0.0
8094,CLI8096,1,1,57,1,4,2,0,2,1967,1,46878,4,1.639,50,0,357,0.5
8095,CLI8097,0,0,32,1,3,1,0,4,1992,3,30384,22,0.686,30,0,189,0.0
8096,CLI8098,0,1,87,0,8,2,2,2,1937,0,112115,42,1.424,120,0,126,0.0
8097,CLI8099,1,1,96,1,8,2,2,2,1928,0,42575,35,1.717,50,0,73,0.0
8098,CLI8100,1,1,98,0,8,2,0,2,1926,0,55514,43,0.603,30,0,76,0.0
8099,CLI8101,1,1,69,1,0,2,1,3,1955,1,92722,16,1.287,80,0,480,3.0
8100,CLI8102,1,0,34,0,0,1,0,2,1990,3,30907,48,0.709,30,1,206,0.0
8101,CLI8103,1,1,79,1,0,2,1,6,1945,0,118600,42,0.798,30,0,163,0.0
8102,CLI8104,0,1,45,1,5,2,1,2,1979,1,86234,4,0.824,50,1,157,0.0
8103,CLI8105,0,0,67,1,0,2,0,1,1957,1,82221,42,0.622,50,0,482,3.0
8104,CLI8106,1,1,68,1,0,2,0,2,1956,1,126272,38,11.305,50,0,494,1.0
8105,CLI8107,1,1,62,1,0,2,1,2,1962,1,100970,49,1.209,50,0,168,0.0
8106,CLI8108,1,1,66,1,0,2,1,5,1958,1,41866,26,1.443,30,0,378,3.0
8107,CLI8109,1,1,75,1,0,2,2,2,1949,1,55694,44,1.15,50,1,242,0.0
8108,CLI8110,1,0,21,0,3,0,0,8,2003,2,13216,7,2.823,30,0,583,4.0
8109,CLI8111,1,1,63,1,2,2,2,3,1961,1,24723,16,1.346,30,1,265,0.0
8110,CLI8112,1,0,21,0,3,0,0,5,2003,2,14767,17,1.512,30,0,382,3.0
8111,CLI8113,0,1,56,1,0,2,1,6,1968,1,104645,1,0.798,30,1,319,0.5
8112,CLI8114,0,1,95,0,0,2,2,2,1929,0,113543,23,0.896,120,1,162,0.0
8113,CLI8115,0,1,81,0,8,2,2,2,1943,0,76647,1,1.091,120,0,251,0.0
